	1.0320	1207	1271	1281	1363	14B4	1963a	2062a	2261	2363	2371	2461	2465	362.5013889	771	AHQ-14	ATCC-19258	ATCC-25745	ATCC-33323	ATCC-393	ATCC-4005	ATCC-4356	ATCC-8293	AUSA004	B4311	CBA3614	CGMCC-14177	CYLB561	DMDL-9010	DSM-20016	DSM-20019	DSM-20072	DSM-20174	DSM-20184	DSM-20249	DSM-20314	DSM-20484	EFEL6800	FLUB	FNZ042	G2	GRL1118	HL1	HOM2217	IS-10506	JCM1004	KCKM-0597	KLDS1.0207	KLDS1.1011	KW2	L99	Lap	LDB-C1	LJJ	LKK75	LP06	LP140	LP45	Lrld-22	MSJK0048	MY04	NCK2677	NCTC13768	NCU116	OBM7	P9	PMC65	RS20D	SCB0695	SPC-SNU-70-4	ST	SYBC-SM3	TCI837	TCI904	UNQLp11	V2	W182	YY-112	ZW18	ZW3	ZY-1
2371	114615.0	424316.0	1608608.0	1618523.0	1624408.0	36630.0	1615918.0	1720779.0	1754984.0	1497172.0	1792667.0	1731021.0	1726678.0	118831.0	1574996.0	120046.0	49922.0	75898.0	297641.0	120807.0	107016.0	374482.0	56053.0	120913.0	88428.0	102937.0	120707.0	117094.0	119129.0	95495.0	104802.0	1380978.0	118792.0	107451.0	94562.0	128101.0	56123.0	162705.0	86518.0	118048.0	117969.0	446392.0	428550.0	120046.0	120913.0	418146.0	119299.0	1578533.0	1583636.0	40753.0	1567193.0	118179.0	1540275.0	1555765.0	412030.0	117284.0	119767.0	120469.0	119765.0	119069.0	117554.0	288745.0	97070.0	117235.0	120913.0	119872.0	92896.0	118392.0	1406154.0	61239.0	117181.0	117970.0	118049.0	1565846.0	117433.0	120913.0	411103.0	119175.0	410958.0	410988.0	119617.0
2461	114641.0	420440.0	1589438.0	1601356.0	1607637.0	42842.0	1600689.0	1711489.0	1724747.0	1496337.0	1729175.0	1782483.0	1719204.0	111854.0	1554957.0	111689.0	51778.0	78088.0	279277.0	110757.0	105207.0	359078.0	47640.0	111710.0	80963.0	93985.0	111777.0	108987.0	111442.0	89179.0	95361.0	1389896.0	108974.0	100635.0	88033.0	118849.0	48538.0	165821.0	87788.0	113619.0	113539.0	438743.0	427361.0	111689.0	111710.0	403238.0	110043.0	1563265.0	1572647.0	42214.0	1555763.0	108848.0	1531364.0	1542080.0	410192.0	111392.0	109765.0	112778.0	109765.0	109120.0	110818.0	272789.0	86745.0	109417.0	111710.0	111017.0	92225.0	109585.0	1400914.0	56817.0	110576.0	110152.0	113619.0	1555049.0	109724.0	111710.0	409432.0	109103.0	410114.0	408466.0	113605.0
2465	115152.0	398166.0	1586983.0	1596912.0	1606318.0	39345.0	1600542.0	1708726.0	1722162.0	1488548.0	1725732.0	1714451.0	1780826.0	114646.0	1554513.0	113603.0	47485.0	75355.0	282373.0	119749.0	111302.0	350731.0	49212.0	114034.0	78102.0	95146.0	113949.0	112465.0	111957.0	91496.0	99517.0	1374984.0	112560.0	102808.0	89149.0	118403.0	50216.0	163013.0	90553.0	112147.0	112068.0	433847.0	407035.0	113603.0	114034.0	395233.0	111824.0	1556669.0	1563929.0	39264.0	1542492.0	110053.0	1529998.0	1531679.0	392831.0	113224.0	112522.0	113273.0	112520.0	113097.0	108850.0	282587.0	88884.0	113278.0	114034.0	113160.0	93764.0	109919.0	1385710.0	61197.0	113279.0	114009.0	112148.0	1545221.0	112755.0	114034.0	392792.0	112337.0	391985.0	391824.0	112280.0
362.5013889	1652759.0	161394.0	129961.0	130241.0	129957.0	110287.0	126668.0	125714.0	129297.0	131447.0	129304.0	127669.0	127611.0	2939026.0	132844.0	277152.0	91540.0	200153.0	152375.0	1525127.0	221581.0	152696.0	126472.0	273225.0	183597.0	296049.0	275201.0	278561.0	277470.0	162280.0	296127.0	137998.0	277038.0	215024.0	211958.0	270897.0	118534.0	152197.0	225583.0	277913.0	278018.0	152401.0	158012.0	277152.0	273228.0	166468.0	278880.0	132985.0	132158.0	105746.0	132698.0	274571.0	132624.0	134585.0	156373.0	278487.0	274950.0	272010.0	274950.0	278868.0	274334.0	154144.0	207377.0	285363.0	273225.0	274779.0	201921.0	276057.0	139070.0	144080.0	278023.0	277094.0	277913.0	132352.0	274139.0	273225.0	157253.0	279912.0	157242.0	156303.0	274328.0
771	122375.0	410737.0	1563034.0	1530043.0	1557958.0	42324.0	1535930.0	1552173.0	1564014.0	1509461.0	1570143.0	1557938.0	1555063.0	132639.0	1734647.0	111784.0	59671.0	82832.0	274676.0	123561.0	112252.0	347848.0	50438.0	112587.0	88541.0	107446.0	112590.0	110006.0	111768.0	98228.0	111719.0	1351146.0	111720.0	110012.0	93980.0	131695.0	49772.0	165063.0	90266.0	110695.0	110616.0	441615.0	417716.0	111784.0	112582.0	403032.0	111658.0	1545105.0	1543513.0	46035.0	1543892.0	110023.0	1503498.0	1528404.0	402374.0	110011.0	111737.0	112735.0	111735.0	112673.0	110048.0	276472.0	89793.0	112537.0	112587.0	111711.0	96189.0	111782.0	1385164.0	61843.0	111788.0	112505.0	110696.0	1520133.0	110706.0	112587.0	401653.0	111032.0	402451.0	402303.0	112426.0
AHQ-14	274946.0	174848.0	127478.0	128568.0	128416.0	114598.0	126492.0	125141.0	126524.0	127640.0	127404.0	127404.0	125425.0	272398.0	128870.0	3257287.0	111009.0	364256.0	171688.0	264594.0	349959.0	181627.0	169362.0	2908016.0	297741.0	319230.0	2901179.0	2964122.0	3066174.0	280991.0	304957.0	131761.0	3020539.0	274945.0	271639.0	2016140.0	148596.0	227928.0	347299.0	2876341.0	2874269.0	174597.0	171576.0	3257152.0	2908077.0	179833.0	2939374.0	128947.0	128726.0	115004.0	130573.0	2934894.0	127974.0	128623.0	175300.0	2673020.0	2935331.0	2668251.0	2935306.0	2948383.0	2796382.0	173124.0	450458.0	2929733.0	2908061.0	2790381.0	341370.0	2912431.0	136260.0	231817.0	2858574.0	2916328.0	2875863.0	125434.0	2916390.0	2908040.0	175298.0	2999118.0	175259.0	174280.0	2806319.0
ATCC-19258	88502.0	79889.0	64862.0	64116.0	64117.0	228440.0	60008.0	60282.0	61752.0	67511.0	61002.0	59473.0	60278.0	87947.0	64913.0	108380.0	2102268.0	108530.0	87359.0	82395.0	90491.0	88509.0	98920.0	110110.0	130603.0	114617.0	110106.0	111803.0	109251.0	98686.0	114472.0	66176.0	112554.0	112392.0	107953.0	106834.0	97682.0	70730.0	96653.0	111060.0	111060.0	85830.0	79077.0	108380.0	110110.0	87749.0	110077.0	64563.0	63604.0	225041.0	66478.0	109022.0	67208.0	64394.0	79883.0	108591.0	109845.0	109251.0	109845.0	109020.0	106692.0	90377.0	86997.0	109507.0	110110.0	108289.0	92514.0	109264.0	66207.0	100602.0	108219.0	109606.0	109243.0	64575.0	111081.0	110110.0	79883.0	109072.0	79883.0	79077.0	110842.0
ATCC-25745	190440.0	175889.0	92774.0	95088.0	92777.0	127454.0	92960.0	93484.0	92683.0	92605.0	93670.0	92114.0	91823.0	202364.0	95050.0	360135.0	114118.0	1832387.0	176585.0	186574.0	264028.0	201037.0	158980.0	361877.0	325618.0	278332.0	368654.0	365494.0	355844.0	269824.0	263705.0	94143.0	359454.0	263334.0	263475.0	335261.0	150670.0	151220.0	290181.0	353820.0	353010.0	168473.0	179385.0	360136.0	361876.0	169873.0	354267.0	95270.0	93519.0	129410.0	96746.0	361165.0	93814.0	94303.0	174137.0	363336.0	349286.0	346705.0	349286.0	354593.0	354748.0	186238.0	286925.0	365201.0	361877.0	355551.0	1017984.0	358114.0	95005.0	268664.0	355953.0	354437.0	353840.0	91366.0	361670.0	361877.0	173389.0	362193.0	174175.0	173924.0	354364.0
ATCC-33323	147488.0	759606.0	320614.0	314491.0	319012.0	112109.0	314948.0	312507.0	323823.0	310194.0	323553.0	316235.0	315677.0	164296.0	314828.0	177910.0	101728.0	197608.0	1894360.0	146060.0	141894.0	791651.0	110577.0	176403.0	251005.0	190694.0	175969.0	173584.0	175041.0	207782.0	189557.0	315837.0	175401.0	250829.0	251144.0	155284.0	112030.0	108900.0	168777.0	179907.0	179088.0	745266.0	766705.0	177910.0	176405.0	705851.0	175176.0	322299.0	323858.0	107526.0	324492.0	173917.0	323045.0	322479.0	749356.0	173773.0	176010.0	174839.0	176002.0	177668.0	173791.0	1400232.0	142591.0	174309.0	176403.0	176015.0	179329.0	177222.0	331543.0	176621.0	175384.0	174276.0	179905.0	318641.0	173638.0	176403.0	748220.0	177651.0	750091.0	748226.0	178182.0
ATCC-393	1640049.0	139589.0	139394.0	139316.0	138677.0	92178.0	137086.0	135161.0	138846.0	138620.0	139662.0	137281.0	137928.0	1538454.0	140884.0	257331.0	83762.0	195544.0	138357.0	2924929.0	214240.0	128524.0	106920.0	262560.0	170071.0	287347.0	263405.0	264009.0	269465.0	157040.0	295930.0	148374.0	264949.0	203306.0	200739.0	261812.0	98094.0	161078.0	205242.0	269079.0	269078.0	138861.0	139542.0	257331.0	262560.0	144544.0	266261.0	142792.0	142720.0	85453.0	142489.0	261752.0	143282.0	141913.0	141485.0	265838.0	262579.0	258722.0	262579.0	268080.0	263045.0	139522.0	204575.0	265282.0	262560.0	260737.0	195663.0	270894.0	152442.0	131147.0	271415.0	261925.0	266470.0	142577.0	282684.0	262560.0	141482.0	263815.0	141477.0	140509.0	257357.0
ATCC-4005	221311.0	167198.0	122359.0	123232.0	122445.0	89564.0	119246.0	118448.0	119369.0	119203.0	120297.0	120189.0	119192.0	216750.0	123365.0	351926.0	79225.0	280177.0	130136.0	224899.0	2508572.0	143609.0	122849.0	346577.0	215735.0	247256.0	359112.0	351799.0	361817.0	236610.0	237410.0	124837.0	351663.0	214855.0	212545.0	352178.0	119487.0	215080.0	1165905.0	351159.0	352091.0	145868.0	171803.0	351926.0	346578.0	167646.0	351037.0	121671.0	119184.0	92845.0	121805.0	352433.0	122572.0	121721.0	171106.0	358519.0	361479.0	349452.0	361479.0	350648.0	358149.0	134832.0	400612.0	361687.0	346577.0	343452.0	280447.0	351889.0	130608.0	316032.0	361805.0	347159.0	351160.0	121834.0	362424.0	346577.0	171106.0	350644.0	171106.0	171106.0	357933.0
ATCC-4356	144055.0	1264848.0	394545.0	397264.0	396155.0	117645.0	393181.0	390562.0	400325.0	384244.0	399459.0	392870.0	391337.0	158136.0	395861.0	178825.0	94834.0	186062.0	786742.0	134400.0	148000.0	1978847.0	117433.0	174555.0	265539.0	181633.0	177110.0	178897.0	178569.0	228505.0	180494.0	398966.0	177627.0	234883.0	250509.0	158996.0	117202.0	113753.0	165941.0	180622.0	180618.0	1354732.0	1259769.0	179685.0	174555.0	1171307.0	176105.0	397406.0	394817.0	113934.0	399130.0	171871.0	391905.0	402268.0	1256526.0	172481.0	175813.0	175877.0	175809.0	177978.0	175198.0	826517.0	136593.0	176238.0	174555.0	175265.0	143676.0	177779.0	422298.0	172745.0	177970.0	175361.0	180622.0	395005.0	176993.0	174555.0	1258161.0	178922.0	1259050.0	1254465.0	174143.0
ATCC-8293	117357.0	95700.0	56543.0	57487.0	57358.0	112458.0	55326.0	56715.0	56719.0	56469.0	56719.0	56670.0	55614.0	110043.0	57477.0	154025.0	93150.0	154078.0	102985.0	100047.0	125461.0	107722.0	2038396.0	154873.0	160924.0	129350.0	154123.0	152248.0	156370.0	146416.0	124086.0	56745.0	154377.0	121012.0	110413.0	151231.0	1622180.0	87423.0	156229.0	153342.0	153342.0	87890.0	92935.0	154025.0	154873.0	93565.0	153291.0	58439.0	58285.0	116087.0	58515.0	153209.0	53430.0	57427.0	94342.0	153134.0	151959.0	153430.0	151959.0	153354.0	145252.0	106731.0	133264.0	156179.0	154873.0	152486.0	126117.0	152318.0	56642.0	145499.0	155553.0	153398.0	152465.0	54462.0	158049.0	154873.0	94473.0	152495.0	94473.0	93637.0	146867.0
AUSA004	269869.0	164504.0	117983.0	122039.0	118798.0	113749.0	118957.0	119762.0	118876.0	118423.0	119653.0	118788.0	116888.0	271406.0	121137.0	2909407.0	114470.0	360975.0	164392.0	257387.0	332230.0	168817.0	167225.0	3197748.0	291891.0	308350.0	3044597.0	2889651.0	2922094.0	266755.0	305119.0	124273.0	2936608.0	265330.0	273081.0	2010799.0	151062.0	213005.0	330288.0	2833066.0	2831864.0	161914.0	160862.0	2909331.0	3196695.0	165951.0	2843948.0	121633.0	121622.0	114809.0	124354.0	2853178.0	123380.0	122549.0	165183.0	2670242.0	2930318.0	2712111.0	2930324.0	2866628.0	2788233.0	164164.0	444420.0	2907958.0	3197724.0	2896704.0	337545.0	2914159.0	127720.0	213791.0	2839450.0	2878120.0	2825860.0	121968.0	2841473.0	3197703.0	165182.0	2896422.0	165176.0	162497.0	2792422.0
B4311	186195.0	239368.0	113339.0	111709.0	111786.0	152340.0	107277.0	112400.0	112325.0	109600.0	112320.0	111491.0	110410.0	199085.0	114418.0	295521.0	138526.0	336628.0	244134.0	182480.0	239428.0	281018.0	172491.0	296347.0	1801655.0	274545.0	293539.0	294673.0	296320.0	309739.0	262596.0	114298.0	297713.0	262626.0	271960.0	263715.0	167515.0	154965.0	284060.0	296408.0	296407.0	246658.0	235204.0	295518.0	296341.0	243326.0	293937.0	118454.0	119269.0	143820.0	117685.0	294964.0	112887.0	118452.0	235957.0	292052.0	295457.0	289267.0	295457.0	293298.0	292526.0	250393.0	240276.0	295716.0	296347.0	290494.0	246224.0	289836.0	116156.0	277399.0	291933.0	294873.0	293448.0	112163.0	294760.0	296347.0	235066.0	291612.0	235071.0	234077.0	290143.0
CBA3614	306715.0	184924.0	120368.0	123421.0	119432.0	134350.0	117772.0	119939.0	120699.0	117446.0	120700.0	118980.0	119600.0	318807.0	120233.0	323874.0	123156.0	296627.0	180976.0	291941.0	246390.0	188405.0	145957.0	325243.0	277518.0	1944111.0	325882.0	321545.0	326465.0	223231.0	1208810.0	126802.0	322486.0	292713.0	295272.0	303893.0	142702.0	156231.0	256616.0	324608.0	323619.0	175862.0	184994.0	323874.0	325267.0	180253.0	318992.0	124332.0	124941.0	135569.0	124934.0	323133.0	123812.0	124984.0	182829.0	320040.0	324089.0	317760.0	324021.0	324452.0	317617.0	187675.0	280147.0	327928.0	325243.0	322428.0	278482.0	321369.0	125796.0	211547.0	323121.0	323183.0	323710.0	123855.0	325020.0	325243.0	182851.0	324401.0	182851.0	181936.0	319849.0
CGMCC-14177	274496.0	174132.0	123232.0	126323.0	123250.0	111508.0	121681.0	125881.0	125811.0	118406.0	125875.0	124099.0	123235.0	279207.0	126225.0	2918258.0	111449.0	358328.0	161454.0	264615.0	353249.0	167783.0	174564.0	3054984.0	296111.0	310732.0	3179758.0	2922378.0	2885911.0	275524.0	303169.0	131867.0	2925250.0	279831.0	279572.0	1950396.0	158512.0	236565.0	356196.0	2834522.0	2831427.0	172522.0	171193.0	2918236.0	3055020.0	175376.0	2847574.0	123123.0	124994.0	111581.0	127181.0	2833913.0	124899.0	126109.0	173469.0	2643358.0	2898755.0	2700779.0	2898603.0	2883085.0	2775845.0	166273.0	463582.0	2894304.0	3054776.0	2923100.0	345822.0	2901868.0	135052.0	223910.0	2853894.0	2881502.0	2825565.0	125159.0	2849346.0	3054755.0	173468.0	2901745.0	173453.0	171464.0	2785022.0
CYLB561	270219.0	171615.0	125229.0	124406.0	125286.0	106631.0	122167.0	121498.0	122278.0	123210.0	122324.0	121519.0	120194.0	284813.0	124553.0	2969123.0	112578.0	356761.0	162620.0	274437.0	351529.0	174986.0	160577.0	2895482.0	300820.0	308921.0	2904783.0	3289470.0	2957682.0	283408.0	303325.0	129470.0	2948322.0	290309.0	279288.0	2083733.0	140762.0	233819.0	344004.0	2928838.0	2928461.0	167310.0	168584.0	2968329.0	2895812.0	172143.0	2940222.0	126986.0	127814.0	111692.0	127702.0	2919054.0	127296.0	127847.0	170557.0	2679895.0	2904642.0	2729502.0	2904755.0	2966153.0	2809464.0	168628.0	459440.0	2948151.0	2895690.0	2795442.0	327493.0	2938491.0	133217.0	224633.0	2832432.0	2922724.0	2922002.0	128154.0	2955096.0	2895669.0	170631.0	2984605.0	170631.0	169613.0	2788937.0
DMDL-9010	272832.0	165701.0	124838.0	125999.0	124914.0	118133.0	121954.0	121541.0	122243.0	126538.0	123148.0	122995.0	123670.0	283693.0	127384.0	3072636.0	109026.0	363005.0	169339.0	273429.0	360055.0	167871.0	160738.0	2930202.0	292068.0	323348.0	2873485.0	2974931.0	3334776.0	278454.0	316205.0	137164.0	3021465.0	282278.0	286079.0	2066359.0	147128.0	234742.0	360659.0	2919609.0	2917562.0	164912.0	164246.0	3072298.0	2930194.0	168051.0	2919718.0	126954.0	127133.0	121254.0	126810.0	2954141.0	127766.0	128089.0	169358.0	2702876.0	3017252.0	2679866.0	3017299.0	2988648.0	2798647.0	171077.0	459699.0	2956655.0	2930160.0	2805549.0	343534.0	2906840.0	139445.0	227758.0	2868497.0	2916571.0	2919074.0	126188.0	2961713.0	2930139.0	169356.0	3020231.0	169348.0	166750.0	2835002.0
DSM-20016	161112.0	201388.0	113220.0	110932.0	112427.0	105001.0	106587.0	110002.0	111527.0	108094.0	110789.0	111340.0	109295.0	167157.0	109991.0	269115.0	98609.0	269805.0	197938.0	155716.0	248584.0	223197.0	164518.0	267873.0	295919.0	215852.0	283507.0	284825.0	281932.0	1999618.0	200099.0	121004.0	279860.0	211856.0	200927.0	266917.0	155069.0	448478.0	279996.0	269944.0	269935.0	209982.0	202184.0	269115.0	267875.0	212826.0	282569.0	112670.0	112613.0	105485.0	114391.0	269940.0	117169.0	115699.0	202515.0	265100.0	282353.0	263892.0	282347.0	283083.0	260198.0	208635.0	261773.0	288449.0	267870.0	284127.0	234137.0	282621.0	121246.0	261879.0	279311.0	285896.0	269939.0	110733.0	285339.0	267873.0	202644.0	285175.0	202644.0	202508.0	260365.0
