	1.0320	1207	1271	1281	1363	14B4	1963a	2062a	2261	2363	2371	2461	2465	362.5013889	771	AHQ-14	ATCC-19258	ATCC-25745	ATCC-33323	ATCC-393	ATCC-4005	ATCC-4356	ATCC-8293	AUSA004	B4311	CBA3614	CGMCC-14177	CYLB561	DMDL-9010	DSM-20016	DSM-20019	DSM-20072	DSM-20174	DSM-20184	DSM-20249	DSM-20314	DSM-20484	EFEL6800	FLUB	FNZ042	G2	GRL1118	HL1	HOM2217	IS-10506	JCM1004	KCKM-0597	KLDS1.0207	KLDS1.1011	KW2	L99	Lap	LDB-C1	LJJ	LKK75	LP06	LP140	LP45	Lrld-22	MSJK0048	MY04	NCK2677	NCTC13768	NCU116	OBM7	P9	PMC65	RS20D	SCB0695	SPC-SNU-70-4	ST	SYBC-SM3	TCI837	TCI904	UNQLp11	V2	W182	YY-112	ZW18	ZW3	ZY-1
ATCC-25745	54770.0	51871.0	26597.0	27296.0	26582.0	36819.0	26907.0	26715.0	26443.0	26522.0	26791.0	26282.0	26140.0	57731.0	27315.0	98557.0	32659.0	0.0	50972.0	53480.0	75180.0	59545.0	46219.0	99097.0	91591.0	77757.0	99939.0	99314.0	98316.0	77255.0	74335.0	26823.0	98403.0	75960.0	75597.0	94067.0	43372.0	42484.0	82363.0	96787.0	96463.0	49281.0	53056.0	98551.0	99098.0	49516.0	98475.0	27317.0	26736.0	37468.0	27794.0	98548.0	26926.0	27003.0	51352.0	99007.0	97078.0	94970.0	97080.0	98456.0	95834.0	53796.0	81576.0	99944.0	99096.0	97746.0	248370.0	98126.0	27094.0	76210.0	97622.0	97701.0	96768.0	26019.0	99179.0	99096.0	51042.0	99319.0	51345.0	51260.0	95946.0
ATCC-33323	41561.0	196307.0	90964.0	89557.0	90754.0	31788.0	90286.0	88991.0	92448.0	88313.0	92324.0	90214.0	90260.0	47394.0	89386.0	51043.0	28366.0	57068.0	0.0	41757.0	39899.0	200912.0	31242.0	50644.0	71283.0	54565.0	50544.0	49669.0	50125.0	58088.0	54318.0	89547.0	50263.0	72311.0	72689.0	43993.0	31735.0	30197.0	48665.0	51824.0	51472.0	192612.0	197983.0	51042.0	50647.0	180300.0	50113.0	91112.0	91644.0	30385.0	92016.0	49833.0	92036.0	91177.0	193820.0	49843.0	50581.0	50067.0	50581.0	51010.0	49760.0	204508.0	40903.0	49876.0	50644.0	50558.0	51173.0	50855.0	94050.0	50924.0	50270.0	49879.0	51815.0	90679.0	49595.0	50644.0	193514.0	51005.0	194169.0	193620.0	51263.0
ATCC-393	339572.0	40096.0	41120.0	41078.0	40883.0	27430.0	40834.0	39757.0	40946.0	40879.0	41248.0	40476.0	40640.0	339561.0	41653.0	76121.0	24638.0	56207.0	40332.0	0.0	62086.0	37362.0	31514.0	77312.0	49615.0	82225.0	77302.0	78195.0	79866.0	45819.0	84673.0	43056.0	78669.0	59790.0	59188.0	77018.0	27995.0	45909.0	60658.0	79997.0	79990.0	40897.0	39999.0	76115.0	77313.0	40056.0	79021.0	42038.0	41954.0	25139.0	41924.0	77637.0	42173.0	41672.0	40482.0	75573.0	77685.0	75707.0	77685.0	79391.0	77229.0	40990.0	59466.0	78265.0	77312.0	76752.0	56539.0	80192.0	44472.0	37831.0	79990.0	77576.0	79090.0	42002.0	83975.0	77312.0	40455.0	78198.0	40454.0	40125.0	75350.0
ATCC-4005	65152.0	45807.0	35032.0	35333.0	35030.0	25806.0	34591.0	33982.0	34277.0	34263.0	34614.0	34589.0	34332.0	63386.0	35355.0	102206.0	21845.0	77214.0	37011.0	62849.0	0.0	42083.0	35190.0	100431.0	61253.0	68842.0	101347.0	102098.0	102060.0	67937.0	66088.0	36130.0	101898.0	62131.0	61632.0	101143.0	34093.0	61981.0	300004.0	101822.0	102159.0	42690.0	46861.0	102203.0	100431.0	46188.0	101839.0	34753.0	33912.0	27067.0	34869.0	102294.0	35091.0	34754.0	46240.0	100578.0	103047.0	98187.0	103052.0	101685.0	100445.0	38521.0	113995.0	102104.0	100432.0	99455.0	77399.0	102144.0	38164.0	88096.0	102073.0	100674.0	101822.0	34829.0	102267.0	100431.0	46237.0	101670.0	46237.0	46236.0	100715.0
ATCC-4356	42688.0	255354.0	113413.0	114607.0	114030.0	35896.0	113705.0	112848.0	115368.0	110277.0	115197.0	113521.0	113288.0	47211.0	114083.0	53579.0	27917.0	55175.0	202360.0	39771.0	44326.0	0.0	35282.0	52293.0	77747.0	53090.0	53191.0	53842.0	53588.0	66001.0	53352.0	115795.0	53232.0	68296.0	73792.0	47237.0	35130.0	33565.0	49775.0	54197.0	54190.0	246776.0	254716.0	53883.0	52294.0	224152.0	52724.0	113968.0	113136.0	34537.0	114436.0	51332.0	112992.0	115754.0	254950.0	51553.0	52691.0	52701.0	52691.0	53291.0	52481.0	208040.0	40725.0	52753.0	52294.0	52530.0	41977.0	53230.0	122367.0	50156.0	53468.0	52484.0	54195.0	114230.0	53027.0	52293.0	255416.0	53638.0	255594.0	254418.0	52195.0
ATCC-8293	35282.0	28588.0	15843.0	16159.0	16072.0	33714.0	15832.0	16018.0	16019.0	16018.0	16023.0	16011.0	15677.0	32818.0	16148.0	44387.0	26987.0	45085.0	30318.0	29430.0	37410.0	32220.0	0.0	44628.0	46712.0	37449.0	44374.0	43730.0	45181.0	43115.0	36149.0	15887.0	44378.0	36017.0	32113.0	44805.0	17882.0	25181.0	47277.0	44139.0	44139.0	25863.0	27655.0	44387.0	44627.0	27493.0	44157.0	16439.0	16382.0	34882.0	16436.0	44100.0	14734.0	16083.0	28205.0	43880.0	43625.0	44257.0	43625.0	44154.0	41559.0	31185.0	39689.0	45110.0	44628.0	43913.0	36782.0	43815.0	15853.0	41430.0	44930.0	44168.0	43895.0	15114.0	45702.0	44628.0	28230.0	43878.0	28229.0	27950.0	42062.0
AUSA004	79487.0	48561.0	33666.0	34971.0	33916.0	33586.0	34433.0	34554.0	34233.0	33989.0	34501.0	34233.0	33510.0	79424.0	34692.0	25547.0	33421.0	98462.0	48303.0	75342.0	96093.0	50286.0	48183.0	0.0	83699.0	86947.0	8349.0	24585.0	22856.0	76360.0	86276.0	35662.0	22993.0	76386.0	78694.0	402112.0	43990.0	60642.0	95551.0	26811.0	26811.0	47811.0	47441.0	25494.0	102.0	48568.0	23527.0	34742.0	34720.0	33715.0	35719.0	24573.0	35386.0	35100.0	48423.0	27358.0	21635.0	23868.0	21669.0	23354.0	27830.0	47909.0	124365.0	22380.0	134.0	9199.0	93871.0	24938.0	36741.0	59485.0	21372.0	21071.0	26664.0	34942.0	29467.0	157.0	48398.0	25566.0	48394.0	48051.0	29429.0
B4311	51832.0	69604.0	31245.0	30833.0	30802.0	42916.0	30117.0	31104.0	31086.0	30430.0	31079.0	30813.0	30491.0	56439.0	31824.0	82161.0	38289.0	93347.0	69388.0	51226.0	66647.0	81615.0	48445.0	82311.0	0.0	74218.0	81281.0	81637.0	82477.0	88031.0	70788.0	31634.0	82853.0	73489.0	76760.0	72655.0	46874.0	43178.0	79847.0	82249.0	82242.0	72082.0	68389.0	82161.0	82310.0	70459.0	81576.0	32768.0	33189.0	40246.0	32564.0	81955.0	31189.0	32903.0	68597.0	80855.0	82184.0	79986.0	82184.0	81362.0	81265.0	70910.0	66486.0	82018.0	82311.0	80394.0	66851.0	80189.0	32189.0	78491.0	80949.0	81742.0	81364.0	30953.0	81654.0	82311.0	68265.0	80750.0	68261.0	67973.0	80197.0
CBA3614	86433.0	52500.0	33446.0	34513.0	33187.0	37320.0	33561.0	33416.0	33700.0	32850.0	33701.0	33160.0	33398.0	90222.0	33429.0	90165.0	33668.0	80498.0	50354.0	81643.0	68738.0	53374.0	40920.0	90406.0	75026.0	0.0	90070.0	89420.0	90509.0	62213.0	245803.0	35229.0	89754.0	80438.0	81204.0	83721.0	39890.0	43067.0	72653.0	90545.0	90174.0	49439.0	52254.0	90159.0	90414.0	50762.0	88698.0	34409.0	34569.0	37726.0	34533.0	90048.0	34167.0	34542.0	51458.0	88007.0	89737.0	87245.0	89706.0	90439.0	87471.0	52222.0	79150.0	91093.0	90407.0	89562.0	76912.0	89562.0	34876.0	58444.0	89109.0	90051.0	90265.0	34174.0	89918.0	90406.0	51439.0	90452.0	51439.0	51184.0	87974.0
CGMCC-14177	80412.0	51158.0	35062.0	36037.0	35037.0	32384.0	35196.0	35709.0	35837.0	33623.0	35840.0	35265.0	35169.0	81525.0	36031.0	25840.0	31622.0	94250.0	46695.0	76633.0	101142.0	49381.0	50533.0	8273.0	84290.0	87000.0	0.0	25797.0	25367.0	78447.0	84605.0	37897.0	24537.0	81355.0	81037.0	390020.0	46072.0	67724.0	103350.0	26749.0	26723.0	50697.0	50062.0	25812.0	8317.0	51007.0	23750.0	34708.0	35417.0	32414.0	36175.0	24659.0	35382.0	35881.0	50488.0	25529.0	22083.0	21308.0	22090.0	24170.0	25114.0	48400.0	129728.0	22844.0	8227.0	6087.0	93687.0	25236.0	38975.0	61483.0	22330.0	20821.0	26575.0	35532.0	30191.0	8250.0	50485.0	25246.0	50476.0	50125.0	28633.0
CYLB561	79720.0	50648.0	36298.0	35978.0	36313.0	31020.0	35561.0	35042.0	35323.0	35565.0	35328.0	35049.0	34640.0	83990.0	36131.0	26115.0	32550.0	96545.0	47500.0	81504.0	102339.0	52243.0	46040.0	24784.0	86378.0	87656.0	25752.0	0.0	27807.0	81413.0	86267.0	37575.0	27229.0	85492.0	81636.0	414338.0	40712.0	67948.0	100476.0	27798.0	27746.0	49364.0	49727.0	26089.0	24828.0	50427.0	23741.0	36642.0	36933.0	32838.0	36876.0	23826.0	36811.0	36996.0	50026.0	27190.0	25998.0	25267.0	26015.0	25565.0	27940.0	49506.0	129219.0	29305.0	24827.0	24174.0	89080.0	24012.0	38848.0	63536.0	24459.0	27233.0	27516.0	37170.0	32588.0	24851.0	50049.0	25651.0	50048.0	50025.0	30770.0
DMDL-9010	80302.0	48354.0	36186.0	36644.0	36345.0	34828.0	36126.0	35400.0	35687.0	36935.0	35975.0	35931.0	36011.0	83114.0	37171.0	11116.0	31111.0	98429.0	49634.0	80135.0	103466.0	49640.0	46009.0	24437.0	82550.0	91220.0	25384.0	31499.0	0.0	80229.0	89443.0	40187.0	19794.0	81722.0	82913.0	409227.0	42895.0	67673.0	105627.0	29617.0	29721.0	48560.0	47463.0	11055.0	24475.0	48481.0	23411.0	36600.0	36714.0	35886.0	36549.0	23547.0	36906.0	36978.0	48661.0	27678.0	22642.0	27921.0	22430.0	28629.0	30097.0	49819.0	128986.0	31447.0	24436.0	25217.0	94326.0	26834.0	40421.0	63003.0	25719.0	27676.0	29707.0	36265.0	33928.0	24459.0	48620.0	29439.0	48621.0	48300.0	32741.0
DSM-20016	45321.0	56991.0	31240.0	30519.0	31056.0	29563.0	29828.0	30536.0	31012.0	29811.0	30775.0	30960.0	30080.0	47200.0	30231.0	75930.0	27158.0	76434.0	54623.0	43699.0	70553.0	63269.0	47607.0	75427.0	83885.0	60942.0	80894.0	81154.0	80227.0	0.0	56338.0	33721.0	79483.0	60846.0	57502.0	75757.0	44514.0	126246.0	80105.0	76073.0	76063.0	59605.0	57442.0	75930.0	75430.0	60737.0	80356.0	30943.0	30946.0	29774.0	31455.0	76152.0	32635.0	31955.0	57538.0	74535.0	80388.0	74408.0	80389.0	80623.0	73140.0	58932.0	73740.0	82205.0	75426.0	81092.0	64537.0	80498.0	33892.0	74940.0	79319.0	81551.0	76066.0	30477.0	81385.0	75429.0	57576.0	81292.0	57577.0	57528.0	73221.0
DSM-20019	85312.0	46973.0	35334.0	36039.0	35152.0	37460.0	35161.0	34064.0	33825.0	35775.0	34111.0	33605.0	34081.0	86861.0	35600.0	83178.0	32301.0	75985.0	49891.0	83454.0	66496.0	50002.0	35085.0	83823.0	75607.0	242155.0	83881.0	83714.0	83983.0	58751.0	0.0	36443.0	84578.0	76923.0	71753.0	82935.0	34678.0	43631.0	67164.0	85531.0	85241.0	47075.0	46042.0	83174.0	83823.0	50195.0	84298.0	36059.0	36397.0	36413.0	37274.0	83798.0	36694.0	36018.0	45411.0	82549.0	85518.0	83081.0	85518.0	83076.0	82744.0	51539.0	71986.0	85497.0	83823.0	82875.0	73025.0	83053.0	36960.0	55924.0	83711.0	84250.0	84893.0	36029.0	85171.0	83823.0	45384.0	83139.0	45289.0	45178.0	82357.0
DSM-20072	40027.0	132927.0	34769.0	33049.0	36603.0	15558.0	35206.0	35032.0	34844.0	30543.0	34930.0	35612.0	34812.0	43501.0	32546.0	40288.0	18504.0	27764.0	92663.0	40711.0	40164.0	115178.0	17779.0	39886.0	31739.0	36552.0	39596.0	40509.0	39892.0	36693.0	36100.0	0.0	39860.0	37452.0	33392.0	43742.0	19416.0	55771.0	31681.0	40775.0	40779.0	133737.0	133780.0	40288.0	39887.0	127384.0	39922.0	38081.0	34127.0	16181.0	35489.0	39654.0	33526.0	34313.0	132615.0	39836.0	39439.0	39587.0	39439.0	40534.0	39491.0	90397.0	32959.0	40186.0	39886.0	39267.0	34708.0	39506.0	22295.0	25684.0	40488.0	40186.0	40784.0	33708.0	40884.0	39886.0	132828.0	40574.0	132879.0	132437.0	40872.0
